term,definition,source,url_source
SAAAIS,Service d’aide à l’acquisition de l’autonomie et à l’intégration scolaire ( pour déficients visuels ),L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SAD,Soins à domicile,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
SACEM,"Société des auteurs, compositeurs et éditeurs de musique",Sénat,https://www.senat.fr/histoire/sigles.html
SACI,Société anonyme de crédit immobilier,Sénat,https://www.senat.fr/histoire/sigles.html
SACICAP,Société anonyme coopérative d'intérêt collectif pour l'accession à la propriété,Sénat,https://www.senat.fr/histoire/sigles.html
SACR,Schéma d'analyse de couverture des risques,Sénat,https://www.senat.fr/histoire/sigles.html
SAD,Système d’Acquisition Dynamique,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
SAE,Service des Achats de l'Etat,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
SAE,Société anonyme européenne.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SADJAV,Service de l’accès au droit et à la justice et de l’aide aux victimes,Ministère de la Justice,http://www.justice.gouv.fr/art_pix/Stat_Annuaire_ministere-justice_sigles.pdf
SAE,Stage d'accès à l'entreprise,Sénat,https://www.senat.fr/histoire/sigles.html
SAE,Statistique annuelle sur les établissements de santé,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
SAFER,Sociétés d'aménagement foncier et d'établissement rural,Sénat,https://www.senat.fr/histoire/sigles.html
SAEE,Service D’accompagnement Éducatif Externalisé,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SAEM,Société anonyme d'économie mixte.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SAEMF,Service d’Action Educative en Milieu Familial,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SAEMO,Service d’Assistante Educative en Milieu Ouvert,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SAEPA,Syndicat d'adduction d'eau potable et d'assainissement.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SAF,Service D’accompagnement Familial,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SAFE,Service d’Accompagnement Familial et Educatif,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SAFEP,Service d’accompagnement familial et d’éducation précoce,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SAGE,Schéma d'aménagement de gestion des eaux,Sénat,https://www.senat.fr/histoire/sigles.html
SAGE,Schéma d'aménagement et de gestion des eaux.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SAMSAH,Service d’Accompagnement Médico-Social pour Adultes Handicapés,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SAIA,Service Académique d’Inspection de l’Apprentissage,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SAIF,Sociétés agricoles d'investissement foncier,Sénat,https://www.senat.fr/histoire/sigles.html
SAIO,Service Académique d’Information et d’Orientation,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SALT (accords),"Strategic arms limitation treaty.
Traité de limitation des armes stratégiques",Sénat,https://www.senat.fr/histoire/sigles.html
SAMU,Service d'aide médicale urgente,Sénat,https://www.senat.fr/histoire/sigles.html
SARL,Société à responsabilité limitée,Sénat,https://www.senat.fr/histoire/sigles.html
SAN,Syndicat d’agglomérations nouvelles,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
SAO,Service accueil et orientation,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SAP,Service Aux Personnes,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SAPAD,Service d’Accompagnement Pédagogique à Domicile,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SAPMN,Service D’adaptation Progressive En Milieu Naturel,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SAS,Service Action Sociale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SAS,Service d’accompagnement à la vie sociale,Keratocone,https://www.keratocone.net/acronymes.html
SAU,Service d’accueil d’urgence,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SAU,Superficie agricole utilisée.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SASE,Service d’aide sociale à l’enfance,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SASU,Secrétaire d’Administration Scolaire et Universitaire,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SATESE,Services d'assistance technique pour l'exploitation des stations d'épuration,Sénat,https://www.senat.fr/histoire/sigles.html
SATT,Section Aménagée du Temps de Travail,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SCA,Sociétés coopératives agricoles,Sénat,https://www.senat.fr/histoire/sigles.html
SCA,Syndicats communautaires d'aménagement,Sénat,https://www.senat.fr/histoire/sigles.html
SAUO,Service d’Accueil des Urgences et d’Orientation,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SAVS,Service d’Accompagnement à la Vie Sociale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SBA,Small Business Act,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
SCI,Sociétés civiles immobilières,Sénat,https://www.senat.fr/histoire/sigles.html
SCAFR,Société centrale d'aménagement foncier rural.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SCE,Société coopérative européenne.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SCET,Société centrale pour l'équipement du territoire.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SCHS,Services communaux d'hygiène et de santé,Sénat,https://www.senat.fr/histoire/sigles.html
SCIC,Société centrale immobilière de la Caisse des dépôts,Sénat,https://www.senat.fr/histoire/sigles.html
SCIC,Sociétés Coopératives D’intérêt Collectif,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SCOP,Sociétés coopératives ouvrières de production,Sénat,https://www.senat.fr/histoire/sigles.html
SCN,Service à Compétence Nationale,beta.gouv.fr,https://github.com/betagouv/glossary-bot
SCOP,Surface en céréales oléagineuses et protéagineuses.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SCOT,Schéma de cohérence territoriale,Sénat,https://www.senat.fr/histoire/sigles.html
SDAGE,Schéma directeur d'aménagement et de gestion des eaux,Sénat,https://www.senat.fr/histoire/sigles.html
SCPI,Société civile de placement immobilier,Sénat,https://www.senat.fr/histoire/sigles.html
SCPRI,Service central de protection contre les rayonnements ionisants,Sénat,https://www.senat.fr/histoire/sigles.html
SCT,Schéma de cohérence territoriale,Sénat,https://www.senat.fr/histoire/sigles.html
SD,Schéma directeur.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SDA,Service départemental de l'architecture,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SDACR,Schéma départemental d'analyse et de couverture des risques.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SDAP,Service Départemental de l'Architecture et du Patrimoine,Publidia,https://concours-fonction-publique.publidia.fr/guide-fonction-publique/infos-utiles/lexique-fonction-publique
SDAGV,Schéma départemental d'accueil des gens du voyage.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SDAU,Schéma directeur d'aménagement et d'urbanisme,Sénat,https://www.senat.fr/histoire/sigles.html
SDAPL,Section départementale des aides publiques au logement,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SDAS,Service départemental d’aide sociale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SDC,Schéma de développement commercial.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SDC,Schéma départemental des carrières,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SDF,Sans domicile fixe,Sénat,https://www.senat.fr/histoire/sigles.html
SDDS,Schéma directeur départemental des structures,Sénat,https://www.senat.fr/histoire/sigles.html
SDEC,Schéma de développement de l'espace communautaire.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SDECE,Service de documentation extérieure et de contre-espionnage,Sénat,https://www.senat.fr/histoire/sigles.html
SDIS,Service départemental d'incendie et de secours,Sénat,https://www.senat.fr/histoire/sigles.html
SDFE,Service des droits des femmes et de l’égalité,CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
SDIS,Service Départemental Incendie et Secours,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
SDR,Société de développement régional,Sénat,https://www.senat.fr/histoire/sigles.html
SDL,Schéma directeur local,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SDOSMSPA,Schème Départemental d’Organisation sociale et Médico-Sociale pour les Personnes Âgées,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SDOSMSPH,Schéma Départemental d’Organisation sociale et Médico-Sociale pour les Personnes Handicapées,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SDP,Station debout pénible,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SEATM,Service d'étude et d'aménagement touristique de la montagne,Sénat,https://www.senat.fr/histoire/sigles.html
SDRIF,Schéma directeur de la région Ile-de-France,Sénat,https://www.senat.fr/histoire/sigles.html
SDRN,Schéma directeur des routes nationales.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SDSE,Sous-direction de la statistique et des études,Ministère de la Justice,http://www.justice.gouv.fr/art_pix/Stat_Annuaire_ministere-justice_sigles.pdf
SE,Surveillant d’Externat,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SEA,Soudure électrique à l’arc,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
SEAT,Service éducatif auprès du tribunal,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SEATER,Service d'étude et d'aménagement touristique de l'espace rural,Sénat,https://www.senat.fr/histoire/sigles.html
SEBC,Système européen de banque centrale,Sénat,https://www.senat.fr/histoire/sigles.html
SEM,Société d'économie mixte,Sénat,https://www.senat.fr/histoire/sigles.html
SECAE,Société d'exploitation des cinémas d'art et d'essai,Sénat,https://www.senat.fr/histoire/sigles.html
SEDAP,Société D’entraide Et D’action Psychologique,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SEES,Service d’Éducation Et D’enseignement Spécialisé,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SEFA,Société d'épargne foncière agricole,Sénat,https://www.senat.fr/histoire/sigles.html
SEFRANE,Service pour l'emploi des Français à l'étranger,Sénat,https://www.senat.fr/histoire/sigles.html
SEGPA,Section d’Enseignement Général et Professionnel Adapté,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SEHA,Section d’Éducation Pour Enfants Avec Handicap Associé,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SEITA,Société d'exploitation industrielle des tabacs et allumettes,Sénat,https://www.senat.fr/histoire/sigles.html
SEJE,Soutien à l'emploi des jeunes en entreprise,Sénat,https://www.senat.fr/histoire/sigles.html
SEL,Système d’échange local,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SEMCA,Société d'économie mixte concessionnaire d'autoroutes,Sénat,https://www.senat.fr/histoire/sigles.html
SEMA,Service des eaux et des milieux aquatiques.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SG,Secrétaire Général·e,beta.gouv.fr,https://github.com/betagouv/glossary-bot
SG,Sécrétariat général,Ministère de la Justice,http://www.justice.gouv.fr/art_pix/Stat_Annuaire_ministere-justice_sigles.pdf
SENR,Schéma des espaces naturels et ruraux.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SEP,Synthèse D’évaluation Et De Projet,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SEPA,Single Euro Payments Area (Espace unique de paiement en euros),L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SEPAD,Soutien Et Protection à Domicile,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SEPIA,Secteur d’expérimentation sur l’habitat des personnes âgées,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SEPT,Société européenne de programmes de télévision,Sénat,https://www.senat.fr/histoire/sigles.html
SERMO,service d’Éducation et Rééducation en Milieu Ouvert,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SES,Section d’Education SpécialiséeAncienne dénomination des actuelles SEGPA,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SESAD,Service Educatif De Soin A Domicile,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SESAME,Service de soutien et d'accompagnement sur les marchés extérieurs,Sénat,https://www.senat.fr/histoire/sigles.html
SESI,"Service des statistiques, des études et des systèmes d’information (ministère des Affaires sociales)",L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SESSAD,Service d’Education et de Soins Spécialisés A Domicile,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SESSD,Service d’éducation et de soins spécialisés à domicile ( pour handicapés moteurs ),L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SETRA,Service d'études techniques des routes et autoroutes.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SF,Sage-femme,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SFAP,Société Française d’Accompagnement et de soins Palliatifs,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SFEE,"Service de la forêt, de l'eau, et de l'environnement",M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SFEN,Société française d'énergie nucléaire,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SFETD,Société Française d’Etude et de Traitement de la Douleur,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SFGG,Société Française de Gériatrie et de Gérontologie,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SFH,Société Française d’Hématologie,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SFLS,Société Française de Lutte contre le SIDA,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SFP,Société française de production et création audiovisuelle,Sénat,https://www.senat.fr/histoire/sigles.html
SFR,Société de financement régional,Sénat,https://www.senat.fr/histoire/sigles.html
SFRM,Société française des risques majeurs.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SFSP,Société Française de Santé Publique,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SFT,Supplément familial de traitement,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
SGAR,Secrétariat général pour les affaires régionales,CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
SGAE,Secrétariat général des Affaires européennes,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
SGAP,Secrétariat Général pour L'Administration de la Police,Publidia,https://concours-fonction-publique.publidia.fr/guide-fonction-publique/infos-utiles/lexique-fonction-publique
SGG,Secrétariat général du gouvernement,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
SGBD,Système de Gestion de Base de Données,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
SGCISN,Secrétariat général du comité interministériel de la sécurité nucléaire,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SGCIV,Secrétariat général du Comité interministériel des villes (ex DIV),CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
SGDN,Secrétariat général de la défense nationale,Sénat,https://www.senat.fr/histoire/sigles.html
SGFGAS,Société de Gestion du Fonds de Garantie de l’Accession Sociale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SGMAP,Secrétariat Général pour la Modernisation de l'action Publique. Il a été remplacé par la DITP et la direction interministérielle du numérique et du système d’information et de communication de l’Etat (DINSIC).,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
SGMCAS,Secrétariat général des ministères chargés des affaires sociales,beta.gouv.fr,https://github.com/betagouv/glossary-bot
SHO,Surface de plancher hors œuvre.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SHOB,Surface hors œuvre brute.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SHON,Surface hors œuvre nette.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SI,Système d’Information,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
SICAV,Société d'investissement à capital variable,Sénat,https://www.senat.fr/histoire/sigles.html
SIA,Syndicat intercommunal d'assainissement.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SIAD,Soins Infirmiers À Domicile,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SIADE,Système Interne d'Api De l'Etat,beta.gouv.fr,https://github.com/betagouv/glossary-bot
SIAE,Structures D’insertion Par L’activité Economique,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SIAO,Service Intégré D’accueil Et d’Orientation (voir aussi PDAHI Dispositif faisant parti du 115),L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SIASP,Système d'information sur les agents des services publics,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
SIC,Site d'intérêt communautaire,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SICA,Société d'intérêt collectif agricole,Sénat,https://www.senat.fr/histoire/sigles.html
SIDA,Syndrome immunodéficitaire acquis,Sénat,https://www.senat.fr/histoire/sigles.html
SICLONE,Système d’Information sur la Construction de Logements et Locaux Neufs,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SICOF,Service D’intervention Et De Consultation Familiale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SICOMI,Société immobilière pour le commerce et l'industrie,Sénat,https://www.senat.fr/histoire/sigles.html
SICTIAM,Service Informatique des Collectivités Territoriales,beta.gouv.fr,https://github.com/betagouv/glossary-bot
SID,Système d’information décisionnel pénal,Ministère de la Justice,http://www.justice.gouv.fr/art_pix/Stat_Annuaire_ministere-justice_sigles.pdf
SIFE,Stage d'insertion et de formation à l'emploi,Sénat,https://www.senat.fr/histoire/sigles.html
SIDER,Société d'investissement pour le développement rural,Sénat,https://www.senat.fr/histoire/sigles.html
SIDO,Société interprofessionnelle des oléagineux,Sénat,https://www.senat.fr/histoire/sigles.html
SIDPC,Service interministériel départemental de protection civile,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SIDSIC,Service interministériel départemental et systèmes d’information et de communication,beta.gouv.fr,https://github.com/betagouv/glossary-bot
SIE,Service des impôts des entreprises,beta.gouv.fr,https://github.com/betagouv/glossary-bot
SIEC,Service Interacadémique des Examens et Concours,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SIECLE,"Système d'Information pour les Élèves des Collèges, des Lycées et pour les Établissements",beta.gouv.fr,https://github.com/betagouv/glossary-bot
SIEM,Société immobilière d'économie mixte.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SIEP,Syndicat intercommunal d'études et de programmation,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SIG,Service d’information du gouvernement,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SIG,Système d'Information Géographique,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
SIIC,Société d'investissement immobilier coté,Sénat,https://www.senat.fr/histoire/sigles.html
SIGE,Service de l’Informatique de GEstion,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SIH,Systéme d’Information Hospitalier,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SIM,Société immobilière de Mayotte,Sénat,https://www.senat.fr/histoire/sigles.html
SIMAP,Système d'Information sur les Marchés Publics,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
SIMMAD,Structure intégrée de maintien en conditions opérationnelles des matériels aéronautiques de la défense,Sénat,https://www.senat.fr/histoire/sigles.html
SIO,Session d’Information et d’Orientation,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SIOE,Service d’investigation et d’orientation éducative,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SIPFP,Section D’initiation à La Première Formation Professionnelle Anciennement IMPRO,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SIR,Société d'investissement régionale.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SIRACEDPC,Service interministériel régional des affaires civiles et économiques de défense et de protection civiles,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SIRENE,Système informatisé du répertoire national des entreprises et des établissements,Ministère de la Justice,http://www.justice.gouv.fr/art_pix/Stat_Annuaire_ministere-justice_sigles.pdf
SIRH,Systèmes d’information des ressources humaines,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
SIVOM,Syndicat intercommunal à vocations multiples,Sénat,https://www.senat.fr/histoire/sigles.html
SIRHEN,SI RH de l'Education Nationale,beta.gouv.fr,https://github.com/betagouv/glossary-bot
SIRPA,Service d'information et de relations publiques des armées,Sénat,https://www.senat.fr/histoire/sigles.html
SIRU,Syndicat intercommunal de résidus urbains,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SIS,SIDA Info Service,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SIVIS,Système d’information et de vigilance sur la sécurité scolaire,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SIVOS,Syndicat Intercommunal à Vocation Scolaire,Publidia,https://concours-fonction-publique.publidia.fr/guide-fonction-publique/infos-utiles/lexique-fonction-publique
SIVP,Stage d'initiation à la vie professionnelle,Sénat,https://www.senat.fr/histoire/sigles.html
SIVU,Syndicat intercommunal à vocation unique,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
SLS,Supplément de loyer de solidarité,Sénat,https://www.senat.fr/histoire/sigles.html
SJW,Social Justice Warrior,beta.gouv.fr,https://github.com/betagouv/glossary-bot
SLA,Service-level agreement,beta.gouv.fr,https://github.com/betagouv/glossary-bot
SLAE,Schéma local d'aménagement et d'environnement.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
slb,Service load balancer,beta.gouv.fr,https://github.com/betagouv/glossary-bot
SLD,Service de longue durée (appelé aussi service de longs séjours) dans les centre hospitaliers,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SLM,Sections Locales Mutualistes,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SME,Sursis avec mise à l’épreuve,Ministère de la Justice,http://www.justice.gouv.fr/art_pix/Stat_Annuaire_ministere-justice_sigles.pdf
SMA,Service militaire adapté,Sénat,https://www.senat.fr/histoire/sigles.html
SMDSM,Système mondial de détresse et de sauvetage en mer,Sénat,https://www.senat.fr/histoire/sigles.html
SME,Système monétaire européen,Sénat,https://www.senat.fr/histoire/sigles.html
SMI,Surface minimum d'installation (agriculture),Sénat,https://www.senat.fr/histoire/sigles.html
SMI,Système monétaire international.,Sénat,https://www.senat.fr/histoire/sigles.html
SMIC,Salaire minimum interprofessionnel de croissance,Sénat,https://www.senat.fr/histoire/sigles.html
SMR,Service Médical Rendu,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SMIG,Salaire minimal interprofessionnel garanti.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SMIS,"Service médical, infirmier et social",L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
SMITOM,Syndicat mixte intercommunal de traitement des ordures ménagères,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
SMPR,Services médico-psychologiques régionaux,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
