id,term,definition,source,url_source,explanation,source_explanation,url_source_explanation,key
1,3D,Trois dimensions (volumes),DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html,,,,3dtroisdimensionsvolumes
5658,AAA,Acte Auto-Agressif,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,aaaacteautoagressif
5659,AAB,Atteinte Aux Biens,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,aabatteinteauxbiens
2,AAE,Architectes associés pour l'environnement,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,aaearchitectesassociéspourlenvironnement
3,AAEXA,Assurance accident des exploitants agricoles,Sénat,https://www.senat.fr/histoire/sigles.html,,,,aaexaassuranceaccidentdesexploitantsagricoles
4,AAF,Académie d'agriculture de France,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,aafacadémiedagriculturedefrance
6,AAH,Allocation aux adultes handicapés,Sénat,https://www.senat.fr/histoire/sigles.html,,,,aahallocationauxadulteshandicapés
10,AAI,Autorités administratives indépendantes,Sénat,https://www.senat.fr/histoire/sigles.html,,,,aaiautoritésadministrativesindépendantes
12,AAP,Administration d'affichage et de publicité.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,aapadministrationdaffichageetdepublicité
5660,AAP,Adjoint Administratif Principal,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,aapadjointadministratifprincipal
13,AAPC,Avis d'appel public à la concurrence,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm,,,,aapcavisdappelpublicàlaconcurrence
17,AAPPMA,Association agréée pour la pêche et la protection du milieu aquatique.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,aappmaassociationagrééepourlapêcheetlaprotectiondumilieuaquatique
18,AASQUA,Association agréé de surveillance de la qualité de l'air,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,aasquaassociationagréédesurveillancedelaqualitédelair
19,AASU,Attaché-d’Aministration-Scolaire et Universitaire,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,aasuattachédaministrationscolaireetuniversitaire
20,AAT,Avis d’arrêt de travail,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,aatavisdarrêtdetravail
21,AATF,Association des administrateurs territoriaux de France,CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html,,,,aatfassociationdesadministrateursterritoriauxdefrance
22,AAVR,Association d'aide aux victimes de la route.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,aavrassociationdaideauxvictimesdelaroute
23,AB,Agriculture biologique.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,abagriculturebiologique
16,ABF,Architecte des bâtiments de France.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,abfarchitectedesbâtimentsdefrance
24,ABF,Association des bibliothécaires français,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,abfassociationdesbibliothécairesfrançais
26,ABS,Analyse Des Besoins Sociaux,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,absanalysedesbesoinssociaux
25,AC,Administrateur civil.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,acadministrateurcivil
27,AC,Allocation compensatrice,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,acallocationcompensatrice
28,AC,Appellation contrôlée.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,acappellationcontrôlée
29,AC,Autorité de certification ,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm,[dématérialisation des procédures] CA Certification Authority,,,acautoritédecertification
5661,AC,Avoirs Criminels,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,acavoirscriminels
30,ACA,Allocation Chômeur Agé,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,acaallocationchômeuragé
31,ACA,Association coopération et aménagement.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,acaassociationcoopérationetaménagement
33,ACAATA,Allocation de cessation anticipée d'activité des travailleurs de l'amiante,Sénat,https://www.senat.fr/histoire/sigles.html,,,,acaataallocationdecessationanticipéedactivitédestravailleursdelamiante
34,ACBUS,Accord de bon usage des soins,Sénat,https://www.senat.fr/histoire/sigles.html,,,,acbusaccorddebonusagedessoins
36,ACCA,Associations communales de chasse agréées,Sénat,https://www.senat.fr/histoire/sigles.html,,,,accaassociationscommunalesdechasseagréées
5662,ACCIMADA,ACCIdent de transport de MAtières DAngereuses,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,accimadaaccidentdetransportdematièresdangereuses
5663,ACCITRAPU,ACCIdent de TRAnsport PUblic de personnes,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,accitrapuaccidentdetransportpublicdepersonnes
38,ACCORD,"Application coordonée de comptabilisation, d’ordonnancement et de reglement de la dépense de l’État.",CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html,,,,accordapplicationcoordonéedecomptabilisation
5664,ACCR,Accident Corporel de la Circulation Routière,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,accraccidentcorporeldelacirculationroutière
39,ACCRE,Aide aux chômeurs créateurs ou repreneurs d'entreprise,Sénat,https://www.senat.fr/histoire/sigles.html,,,,accreaideauxchômeurscréateursourepreneursdentreprise
40,ACDN,Action des citoyens pour le désarmement nucléaire.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,acdnactiondescitoyenspourledésarmementnucléaire
42,ACE,Action communautaire pour l'environnement,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,aceactioncommunautairepourlenvironnement
43,ACE,Aide au conseil aux entreprises,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,aceaideauconseilauxentreprises
45,ACEMP,Association des commissaires enquêteurs de Midi Pyrénées,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,acempassociationdescommissairesenquêteursdemidipyrénées
46,ACEP,Association communautaire pour l’emploi et le partage,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,acepassociationcommunautairepourlemploietlepartage
47,ACES,Agence nationale pour la Cohésion Sociale et l’Égalité des chances,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,acesagencenationalepourlacohésionsocialeetlégalitédeschances
49,ACEV,Association des commissaires enquêteurs de la Vendée.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,acevassociationdescommissairesenquêteursdelavendée
50,ACFCI,Assemblée des chambres françaises de commerce et d'industrie.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,acfciassembléedeschambresfrançaisesdecommerceetdindustrie
51,ACFP,Allocation Compensatrice pour Frais Professionnels,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,acfpallocationcompensatricepourfraisprofessionnels
52,ACIDD,Association communication et information pour le développement durable,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,aciddassociationcommunicationetinformationpourledéveloppementdurable
53,ACMO,Agent chargé de la mise en œuvre des règles d’hygiène et de sécurité,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf,,,,acmoagentchargédelamiseenœuvredesrèglesdhygièneetdesécurité
54,ACMP,Ancien Code des Marchés Publics (antérieur à 2001),marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm,,,,acmpanciencodedesmarchéspublicsantérieurà2001
55,ACNAT,Action communautaire pour la conservation de la nature.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,acnatactioncommunautairepourlaconservationdelanature
56,ACNSA,Association contre les nuisances sonores aériennes.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,acnsaassociationcontrelesnuisancessonoresaériennes
57,ACNUSA,Autorité de contrôle des nuisances portuaires et aéroportuaires.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,acnusaautoritédecontrôledesnuisancesportuairesetaéroportuaires
44,ACOFA,Agence centrale des organismes d'intervention dans le secteur agricole,Sénat,https://www.senat.fr/histoire/sigles.html,,,,acofaagencecentraledesorganismesdinterventiondanslesecteuragricole
61,ACOSS,Agence centrale des organismes de sécurité sociale,Sénat,https://www.senat.fr/histoire/sigles.html,,,,acossagencecentraledesorganismesdesécuritésociale
64,ACP,Agence centrale de presse,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,acpagencecentraledepresse
65,ACP,Association des Comptables Publics,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm,,,,acpassociationdescomptablespublics
68,ACP (pays),"Pays d'Afrique, des Caraïbes et du Pacifique",Sénat,https://www.senat.fr/histoire/sigles.html,,,,acppayspaysdafrique
69,ACR,Action communautaire pour l'environnement.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,acractioncommunautairepourlenvironnement
70,ACS,Aide à La Complémentaire Santé,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,acsaideàlacomplémentairesanté
67,ACSE,Agence nationale pour la cohésion sociale et l'égalité des chances,Sénat,https://www.senat.fr/histoire/sigles.html,,,,acseagencenationalepourlacohésionsocialeetlégalitédeschances
73,ACSEL,Association pour le commerce et les services en ligne,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,acselassociationpourlecommerceetlesservicesenligne
72,ACT,Appartement de coordination Thérapeutique,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,actappartementdecoordinationthérapeutique
74,ACT,Assistance pour la passation du Contrat de Travaux,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm,,,,actassistancepourlapassationducontratdetravaux
75,ACTA,Association de coordination technique agricole,Sénat,https://www.senat.fr/histoire/sigles.html,,,,actaassociationdecoordinationtechniqueagricole
78,ACTED,Agence d'aide à la coopération technique et au développement,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,actedagencedaideàlacoopérationtechniqueetaudéveloppement
77,ACTES,Aide au contrôle de la légalité dématérialisée,Sénat,https://www.senat.fr/histoire/sigles.html,,,,actesaideaucontrôledelalégalitédématérialisée
80,ACTIA,Association de coordination technique des industries agricoles et alimentaires,Sénat,https://www.senat.fr/histoire/sigles.html,,,,actiaassociationdecoordinationtechniquedesindustriesagricolesetalimentaires
83,ACTIF,Association pour la coordination des techniques d’information et de formation des personnels sanitaires et sociaux,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,actifassociationpourlacoordinationdestechniquesdinformationetdeformationdespersonnelssanitairesetsociaux
82,ACTIM,"Agence pour la coopération technique, industrielle et économique",Sénat,https://www.senat.fr/histoire/sigles.html,,,,actimagencepourlacoopérationtechnique
5665,ACTIMAF,ACTIvités MAFieuses,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,actimafactivitésmafieuses
85,ACTP,Allocation compensatrice pour tierce personne,Sénat,https://www.senat.fr/histoire/sigles.html,,,,actpallocationcompensatricepourtiercepersonne
89,ACUCES,Association du centre universitaire de coopération économique et sociale,Sénat,https://www.senat.fr/histoire/sigles.html,,,,acucesassociationducentreuniversitairedecoopérationéconomiqueetsociale
90,ACUF,Association des communautés urbaines de France.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,acufassociationdescommunautésurbainesdefrance
91,ADA,Accès aux documents administratifs.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,adaaccèsauxdocumentsadministratifs
92,ADAE,Agence pour le Développement de l’Administration Electronique [dématérialisation des procédures],marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm,,,,adaeagencepourledéveloppementdeladministrationelectroniquedématérialisationdesprocédures
93,ADAPEI,Association départementale des associations et amis d’enfants inadaptés,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,adapeiassociationdépartementaledesassociationsetamisdenfantsinadaptés
95,ADAPT,Association Pour L’insertion Sociale Et Professionnelle Des Personnes Handicapées,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,adaptassociationpourlinsertionsocialeetprofessionnelledespersonneshandicapées
94,ADAR,Agence de développement agricole et rural,Sénat,https://www.senat.fr/histoire/sigles.html,,,,adaragencededéveloppementagricoleetrural
97,ADASEA,Association départementale des associations de sauvegarde de l’enfance et de l’adolescence,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,adaseaassociationdépartementaledesassociationsdesauvegardedelenfanceetdeladolescence
99,ADASEA,Associations départementales pour l'aménagement des structures des exploitations agricoles,Sénat,https://www.senat.fr/histoire/sigles.html,,,,adaseaassociationsdépartementalespourlaménagementdesstructuresdesexploitationsagricoles
101,ADBS,Association des professionnels de l’information et de la documentation,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,adbsassociationdesprofessionnelsdelinformationetdeladocumentation
102,ADCF,Assemblée des communautés de France.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,adcfassembléedescommunautésdefrance
105,ADCP,Association départementale de la protection civile,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,adcpassociationdépartementaledelaprotectioncivile
106,ADDE,Agence départementale de développement économique.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,addeagencedépartementalededéveloppementéconomique
107,ADEC,Agence de développement économique.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,adecagencededéveloppementéconomique
108,ADELE,ADministration ELEtronique [dématérialisation des procédures],marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm,,,,adeleadministrationeletroniquedématérialisationdesprocédures
110,ADEME,Agence de l'environnement et de la maîtrise de l'énergie,Sénat,https://www.senat.fr/histoire/sigles.html,"Sans changer de sigle, l'ADEME est devenue ""Agence de la transition écologique"".",,,ademeagencedelenvironnementetdelamaîtrisedelénergie
c26,ADEME,Agence de la transition écologique,ADEME,https://www.ademe.fr/,"À sa création en 1990, elle s'appelait l'Agence de l'environnement et de la maîtrise de l'énergie. Sans changer de sigle, l'ADEME est devenue ""Agence de la transition écologique"".",Wikipédia,https://fr.wikipedia.org/wiki/Agence_de_la_transition_%C3%A9cologique,ademeagencedelatransitionécologique
115,ADEP,Agence nationale pour le développement de l'éducation permanente,Sénat,https://www.senat.fr/histoire/sigles.html,,,,adepagencenationalepourledéveloppementdeléducationpermanente
118,ADESM,Association des Directeurs d’Établissements de Santé Mentale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,adesmassociationdesdirecteursdétablissementsdesantémentale
119,ADESSA,fédération d’employeur de l’aide à domicile regroupant depuis 2002 la FNADAR et la FNAFAD,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,adessafédérationdemployeurdelaideàdomicileregroupantdepuis2002lafnadaretlafnafad
120,ADETEF,Association pour le développement des échanges en technologie économique et financière,Sénat,https://www.senat.fr/histoire/sigles.html,,,,adetefassociationpourledéveloppementdeséchangesentechnologieéconomiqueetfinancière
117,ADF,Assemblée des départements de France,Sénat,https://www.senat.fr/histoire/sigles.html,,,,adfassembléedesdépartementsdefrance
124,ADFI,Association de Défense des Familles et des Individus,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,adfiassociationdedéfensedesfamillesetdesindividus
125,ADHAP,Services D’aide à Domicile,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,adhapservicesdaideàdomicile
126,ADI,Agence pour le développement de l'informatique,Sénat,https://www.senat.fr/histoire/sigles.html,,,,adiagencepourledéveloppementdelinformatique
130,ADIE,Association pour le développement de l’initiative économique,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,adieassociationpourledéveloppementdelinitiativeéconomique
123,ADIL,Association départementale d'information sur le logement,Sénat,https://www.senat.fr/histoire/sigles.html,,,,adilassociationdépartementaledinformationsurlelogement
5673,ADJA,Actualité Judiciaire Droit Administratif,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,adjaactualitéjudiciairedroitadministratif
132,ADM,Aide au diagnostic médical,Keratocone,https://www.keratocone.net/acronymes.html,,,,admaideaudiagnosticmédical
133,ADM,Association départementale des maires.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,admassociationdépartementaledesmaires
135,ADMI,Actions des Médiateurs du livre,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,admiactionsdesmédiateursdulivre
136,ADMR,Aide à Domicile En Milieu Rural,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,admraideàdomicileenmilieurural
139,ADN,Acide Désoxyribonucléique,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,adnacidedésoxyribonucléique
140,ADP,Aéroport de Paris,Sénat,https://www.senat.fr/histoire/sigles.html,,,,adpaéroportdeparis
141,ADPA,Allocation Départementale Personnalisée à L’autonomie,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,adpaallocationdépartementalepersonnaliséeàlautonomie
142,ADPEP,Association Départementale Des Pupilles De L’enseignement Public,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,adpepassociationdépartementaledespupillesdelenseignementpublic
143,ADPF,Association pour la diffusion de la pensée française,Sénat,https://www.senat.fr/histoire/sigles.html,,,,adpfassociationpourladiffusiondelapenséefrançaise
144,ADPLG,Architecte diplômé par le gouvernement.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,adplgarchitectediplôméparlegouvernement
145,ADR,Aide au développement rural.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,adraideaudéveloppementrural
134,ADRAF,Agence de développement rural et d'aménagement foncier,Sénat,https://www.senat.fr/histoire/sigles.html,,,,adrafagencededéveloppementruraletdaménagementfoncier
148,ADS,Adjoint De Sécurité,Publidia,https://concours-fonction-publique.publidia.fr/guide-fonction-publique/infos-utiles/lexique-fonction-publique,,,,adsadjointdesécurité
149,ADS,Application du droit des sols.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,adsapplicationdudroitdessols
155,ADSEA,Association Départementale de Sauvegarde de l’Enfance et de l’Adolescence,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,adseaassociationdépartementaledesauvegardedelenfanceetdeladolescence
156,ADSL,Asynchronous digital suscriber line (ligne numérique à paires asymétriques),Sénat,https://www.senat.fr/histoire/sigles.html,,,,adslasynchronousdigitalsuscriberlinelignenumériqueàpairesasymétriques
5666,ADSL,Application Demande et Suivi des Loiciels,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,adslapplicationdemandeetsuividesloiciels
157,ADSSEAD,Association De Services Spécialisés pour Enfants et Adolescents en Difficulté,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,adsseadassociationdeservicesspécialiséspourenfantsetadolescentsendifficulté
158,ADT,Aménagement et développement du territoire.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,adtaménagementetdéveloppementduterritoire
159,ADTMP,Association Départementale De Tutelle Des Majeurs Protégés,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,adtmpassociationdépartementaledetutelledesmajeursprotégés
152,AE,Acte d'Engagement ou formulaire DC3 (remplacé par ATTRI1),marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm,,,,aeactedengagementouformulairedc3remplacéparattri1
161,AE,Autorisation d’engagement,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf,,,,aeautorisationdengagement
163,AEB,Action éducative budgétaire,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,aebactionéducativebudgétaire
162,AED,Aide Educative à Domicile,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,aedaideeducativeàdomicile
164,AED,Automated External Defibrillator,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,aedautomatedexternaldefibrillator
166,AEE,Agence européenne pour l'environnement.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,aeeagenceeuropéennepourlenvironnement
165,AEEH,Allocation d'éducation de l'enfant handicapé,Sénat,https://www.senat.fr/histoire/sigles.html,,,,aeehallocationdéducationdelenfanthandicapé
169,AEEN,Agence européenne pour l'énergie nucléaire,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,aeenagenceeuropéennepourlénergienucléaire
170,AEF,Annuaire des entreprises de France.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,aefannuairedesentreprisesdefrance
172,AEFE,Agence pour l'enseignement français à l'étranger,Sénat,https://www.senat.fr/histoire/sigles.html,,,,aefeagencepourlenseignementfrançaisàlétranger
173,AEG,Altération de l’État Général,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,aegaltérationdelétatgénéral
5667,AEG,Administration-Économie-Gestion,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,aegadministrationéconomiegestion
174,AEIM,Adultes Et Enfants Inadaptés Mentaux,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,aeimadultesetenfantsinadaptésmentaux
175,AELE,Association européenne de libre échange,Sénat,https://www.senat.fr/histoire/sigles.html,,,,aeleassociationeuropéennedelibreéchange
178,AEMO,Action éducative en milieu ouvert,Ministère de la Justice,http://www.justice.gouv.fr/art_pix/Stat_Annuaire_ministere-justice_sigles.pdf,,,,aemoactionéducativeenmilieuouvert
180,AEMOA,Action Educative En Milieu Ouvert Administrative,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,aemoaactioneducativeenmilieuouvertadministrative
181,AEN,Agence pour l'énergie nucléaire.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,aenagencepourlénergienucléaire
179,AEP,Agence des espaces verts,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,aepagencedesespacesverts
182,AEP,Association d’éducation populaire,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,aepassociationdéducationpopulaire
184,AEPN,Association des écologistes pour le nucléaire.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,aepnassociationdesécologistespourlenucléaire
185,AEPS,Action éducative périscolaire,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,aepsactionéducativepériscolaire
183,AER,Action éducative Renforcée,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,aeractionéducativerenforcée
186,AER,Agence d'évaluation de la recherche,Sénat,https://www.senat.fr/histoire/sigles.html,,,,aeragencedévaluationdelarecherche
187,AER,Allocation équivalent retraite,Sénat,https://www.senat.fr/histoire/sigles.html,,,,aerallocationéquivalentretraite
189,AERAS,S'assurer et emprunter avec un risque aggravé de santé,Sénat,https://www.senat.fr/histoire/sigles.html,,,,aerassassureretemprunteravecunrisqueaggravédesanté
188,AES,Administration Economique et Sociale,Publidia,https://concours-fonction-publique.publidia.fr/guide-fonction-publique/infos-utiles/lexique-fonction-publique,,,,aesadministrationeconomiqueetsociale
191,AES,Allocation d'éducation spéciale,Sénat,https://www.senat.fr/histoire/sigles.html,,,,aesallocationdéducationspéciale
194,AESF,Accompagnement En Economie Sociale Et Familiale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,aesfaccompagnementeneconomiesocialeetfamiliale
c74,AESH,Accompagnant des élèves en situation de handicap,Ministère de l'éducation nationale,https://www.education.gouv.fr/devenir-accompagnant-des-eleves-en-situation-de-handicap-12188,,,,aeshaccompagnantdesélèvesensituationdehandicap
5668,AF,Amende Forfaitaire,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,afamendeforfaitaire
193,AFA,Action de formation alternée,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,afaactiondeformationalternée
195,AFA,Agence Française Anticorruption,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm,,,,afaagencefrançaiseanticorruption
